train_loss,val_loss,Epoch
0.563756118218104,0.4927246868610382,1
0.4486180345217387,0.4110296666622162,2
0.40030163029829663,0.34988921880722046,3
0.34488870203495026,0.3231792747974396,4
0.31681368748346966,0.2775725722312927,5
0.2837724486986796,0.23337985575199127,6
0.25729914754629135,0.20613643527030945,7
0.2747008204460144,0.2204989492893219,8
0.21306820462147394,0.19266225397586823,9
0.24906193961699805,0.1966148316860199,10
0.1849363918105761,0.17597933113574982,11
0.17077461630105972,0.13940230011940002,12
0.16529965897401175,0.12811261415481567,13
0.13840833927194277,0.12831561267375946,14
0.13500595465302467,0.11614156514406204,15
0.1397516466677189,0.11285575479269028,16
0.10882461443543434,0.093049556016922,17
0.10606594383716583,0.09284185618162155,18
0.12053445478280385,0.08082202076911926,19
0.09162419165174167,0.08721397817134857,20
0.08849857250849406,0.08800409734249115,21
0.09187057241797447,0.07175043970346451,22
0.0812817420810461,0.07266885042190552,23
0.08566834094623725,0.06426329910755157,24
0.11052898938457172,0.05974455922842026,25
0.08049459010362625,0.10127632319927216,26
0.08232326929767926,0.06357790529727936,27
0.08873329497873783,0.07102661579847336,28
0.0715335098405679,0.07861731201410294,29
0.08227584821482499,0.05761023610830307,30
0.056347789242863655,0.05026482045650482,31
0.06235972481469313,0.04310999810695648,32
0.05354512855410576,0.041871972382068634,33
0.08285411198933919,0.039200469851493835,34
0.05301287646094958,0.04467698931694031,35
0.057118414590756096,0.05662296339869499,36
0.06788158975541592,0.04226604476571083,37
0.045716834565003715,0.032549988478422165,38
0.05017128152151903,0.03868786618113518,39
0.04072735675921043,0.04796716943383217,40
0.0725410229836901,0.04399355873465538,41
0.03904887350896994,0.03742222115397453,42
0.05937493902941545,0.03312370926141739,43
0.03880667655418316,0.032274842262268066,44
0.07481135024378698,0.029217511415481567,45
0.045729966213305794,0.05833573639392853,46
0.033649032935500145,0.029233193024992943,47
0.04313049496461948,0.026930997148156166,48
0.04253571263204018,0.02708623558282852,49
0.05879535370816787,0.02641020342707634,50
0.02775031328201294,0.030191324651241302,51
0.18312047018359104,0.027702905237674713,52
0.05872226506471634,0.03111335262656212,53
0.036045451958974205,0.05448167771100998,54
0.03647453958789507,0.044808171689510345,55
0.04775386489927769,0.03160335123538971,56
0.04203009450187286,0.03001648373901844,57
0.033511350552241005,0.02770860120654106,58
0.028473248705267906,0.027951465919613838,59
0.03649578926463922,0.025955285876989365,60
0.03408582974225283,0.02554609440267086,61
0.046021816010276474,0.023701215162873268,62
0.03541015554219484,0.03019103780388832,63
0.034753777707616486,0.029825041070580482,64
0.02967010873059432,0.0268255528062582,65
0.022381681638459366,0.026382481679320335,66
0.026025948114693165,0.02484085038304329,67
0.022802569903433323,0.024453656747937202,68
0.030601842639346916,0.022697603330016136,69
0.021604088755945366,0.02347644604742527,70
0.02709596200535695,0.022947043180465698,71
0.0337794724230965,0.022535670548677444,72
0.05542109658320745,0.021418243646621704,73
0.03453808091580868,0.019774887710809708,74
0.01923223491758108,0.019880395382642746,75
0.03813475277274847,0.018404047936201096,76
0.02124635347475608,0.02074098028242588,77
0.01992501722027858,0.020976096391677856,78
0.023663521744310856,0.01959044672548771,79
0.07267106200257938,0.017905376851558685,80
0.027258073755850393,0.019918544217944145,81
0.023841492831707,0.02074062079191208,82
0.028972689683238666,0.020129164680838585,83
0.023877851354579132,0.019601857289671898,84
0.02628348891933759,0.019767336547374725,85
0.02353815734386444,0.01955917663872242,86
0.02407891411955158,0.019316280260682106,87
0.03487259180595478,0.02029753476381302,88
0.04196110429863135,0.018360508605837822,89
0.02037927166869243,0.019372643902897835,90
0.024297464018066723,0.020142098888754845,91
0.044898864502708115,0.019060935825109482,92
0.017039305064827204,0.019316283985972404,93
0.021175965977211792,0.018991073593497276,94
0.024082862461606663,0.0196327306330204,95
0.023450811083118122,0.01908383145928383,96
0.026510444469749928,0.017871443182229996,97
0.029403405884901684,0.018319139257073402,98
0.020613285712897778,0.018878022208809853,99
0.02452535027017196,0.019452041015028954,100
